Date/Time,Temp (°C),Dew Point Temp (°C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Wind Chill,Weather
2012-04-14 16:00:00,15.9,-3.5,26,24.0,19,48.3,100.98,,Cloudy
2012-04-14 17:00:00,15.4,-3.1,28,25.0,24,48.3,101.0,,Mostly Cloudy
2012-04-14 18:00:00,14.5,-2.7,30,25.0,13,48.3,100.95,,Mostly Cloudy
2012-04-14 19:00:00,11.9,-0.6,42,20.0,7,48.3,100.91,,Mostly Cloudy
2012-04-14 20:00:00,12.8,-0.9,39,21.0,7,25.0,100.9,,Mostly Cloudy
2012-04-14 21:00:00,12.0,0.0,44,19.0,7,25.0,100.86,,Mostly Cloudy
2012-04-14 22:00:00,11.0,0.1,47,18.0,9,25.0,100.82,,Mostly Cloudy
2012-04-14 23:00:00,11.6,0.3,46,17.0,9,25.0,100.76,,Mostly Cloudy
2012-04-15 00:00:00,12.9,0.1,41,20.0,9,25.0,100.77,,Mostly Cloudy
2012-04-15 01:00:00,13.1,0.6,42,23.0,13,25.0,100.74,,Mostly Cloudy
2012-04-15 02:00:00,12.4,1.8,48,24.0,15,25.0,100.7,,Mostly Cloudy
2012-04-15 03:00:00,11.3,2.3,54,22.0,15,25.0,100.7,,Clear
2012-04-15 04:00:00,10.9,4.3,64,23.0,15,25.0,100.72,,Clear
2012-04-15 05:00:00,9.9,4.5,69,21.0,6,25.0,100.72,,Clear
2012-04-15 06:00:00,10.6,5.4,70,22.0,13,24.1,100.74,,Mainly Clear
2012-04-15 07:00:00,11.7,6.2,69,23.0,9,24.1,100.81,,Cloudy
2012-04-15 08:00:00,13.5,8.0,69,23.0,11,24.1,100.84,,Cloudy
2012-04-15 09:00:00,14.1,8.9,71,24.0,26,24.1,100.79,,Cloudy
2012-04-15 10:00:00,15.5,9.4,67,23.0,32,24.1,100.72,,Cloudy
2012-04-15 11:00:00,17.3,9.7,61,24.0,28,24.1,100.68,,Mainly Clear
2012-04-15 12:00:00,18.4,10.1,58,25.0,28,48.3,100.65,,Mainly Clear
2012-04-15 13:00:00,19.8,10.1,54,27.0,32,48.3,100.68,,Mostly Cloudy
2012-04-15 14:00:00,19.4,10.1,55,26.0,26,24.1,100.68,,Mostly Cloudy
2012-04-15 15:00:00,18.1,10.6,62,23.0,24,48.3,100.65,,Mostly Cloudy
2012-04-15 16:00:00,17.5,10.9,65,25.0,22,48.3,100.69,,Cloudy
2012-04-15 17:00:00,17.0,11.0,68,24.0,20,24.1,100.73,,Cloudy
2012-04-15 18:00:00,16.6,11.2,70,25.0,20,24.1,100.77,,Cloudy
2012-04-15 19:00:00,16.3,11.5,73,25.0,17,24.1,100.78,,Cloudy
2012-04-15 20:00:00,15.5,11.0,75,20.0,11,25.0,100.8,,Cloudy
2012-04-15 21:00:00,14.6,10.5,76,22.0,6,25.0,100.83,,Mostly Cloudy
2012-04-15 22:00:00,14.8,10.6,76,19.0,6,25.0,100.82,,Cloudy
2012-04-15 23:00:00,14.9,11.1,78,20.0,13,25.0,100.74,,Cloudy
2012-04-16 00:00:00,15.7,11.6,77,20.0,17,25.0,100.77,,Cloudy
2012-04-16 01:00:00,14.6,12.8,89,19.0,9,8.0,100.7,,Rain Showers
2012-04-16 02:00:00,14.9,13.3,90,17.0,4,9.7,100.66,,Rain Showers
2012-04-16 03:00:00,14.4,12.8,90,16.0,9,25.0,100.66,,Cloudy
2012-04-16 04:00:00,15.2,12.6,84,17.0,11,25.0,100.66,,Cloudy
2012-04-16 05:00:00,15.3,12.3,82,15.0,13,25.0,100.64,,Cloudy
2012-04-16 06:00:00,15.7,12.0,79,14.0,15,24.1,100.61,,Cloudy
2012-04-16 07:00:00,17.0,12.8,76,15.0,17,24.1,100.55,,Cloudy
2012-04-16 08:00:00,19.3,13.5,69,15.0,17,24.1,100.52,,Mostly Cloudy
2012-04-16 09:00:00,22.2,13.6,58,20.0,15,24.1,100.52,,Mostly Cloudy
2012-04-16 10:00:00,24.9,12.8,47,21.0,22,24.1,100.44,,Cloudy
2012-04-16 11:00:00,24.1,12.1,47,23.0,22,24.1,100.44,,Cloudy
2012-04-16 12:00:00,24.8,11.7,44,23.0,30,24.1,100.39,,Cloudy
2012-04-16 13:00:00,25.4,12.3,44,23.0,22,24.1,100.36,,Cloudy
2012-04-16 14:00:00,26.6,12.4,41,22.0,24,24.1,100.26,,Cloudy
2012-04-16 15:00:00,27.4,11.5,37,20.0,28,24.1,100.12,,Mostly Cloudy
2012-04-16 16:00:00,27.8,11.6,37,21.0,26,48.3,100.06,,Mostly Cloudy
2012-04-16 17:00:00,27.3,11.5,37,22.0,26,48.3,100.03,,Mainly Clear
2012-04-16 18:00:00,26.7,11.3,38,23.0,11,48.3,99.99,,Mostly Cloudy
2012-04-16 19:00:00,26.4,11.9,40,26.0,20,16.1,100.1,,Rain Showers
2012-04-16 20:00:00,20.5,15.6,73,27.0,4,25.0,100.22,,Mostly Cloudy
2012-04-16 21:00:00,19.3,15.8,80,22.0,13,25.0,100.26,,Mostly Cloudy
2012-04-16 22:00:00,19.4,14.7,74,22.0,24,25.0,100.25,,Rain Showers
2012-04-16 23:00:00,19.5,14.2,71,22.0,30,25.0,100.31,,Mostly Cloudy
2012-04-17 00:00:00,19.0,11.6,62,22.0,28,25.0,100.34,,Mainly Clear
2012-04-17 01:00:00,18.9,9.6,55,23.0,35,25.0,100.42,,Mainly Clear
2012-04-17 02:00:00,17.4,4.7,43,22.0,30,25.0,100.51,,Mainly Clear
2012-04-17 03:00:00,15.4,6.3,55,22.0,37,25.0,100.61,,Mainly Clear
2012-04-17 04:00:00,14.5,6.1,57,24.0,37,25.0,100.8,,Mainly Clear
2012-04-17 05:00:00,13.5,5.9,60,23.0,33,48.3,100.99,,Mostly Cloudy
2012-04-17 06:00:00,11.9,2.3,52,24.0,37,48.3,101.19,,Mainly Clear
2012-04-17 07:00:00,10.9,1.9,54,25.0,48,48.3,101.32,,Mainly Clear
2012-04-17 08:00:00,10.2,0.6,51,25.0,43,48.3,101.42,,Mainly Clear
2012-04-17 09:00:00,10.2,-1.1,45,25.0,44,48.3,101.5,,Mainly Clear
2012-04-17 10:00:00,10.9,-1.3,43,24.0,41,48.3,101.51,,Mainly Clear
2012-04-17 11:00:00,11.5,-1.0,42,27.0,30,48.3,101.57,,Mostly Cloudy
2012-04-17 12:00:00,12.0,-0.8,41,26.0,37,48.3,101.58,,Mostly Cloudy
2012-04-17 13:00:00,12.2,-0.2,42,28.0,32,48.3,101.61,,Mainly Clear
2012-04-17 14:00:00,12.6,-0.3,41,29.0,35,48.3,101.64,,Mostly Cloudy
2012-04-17 15:00:00,12.7,-0.5,40,30.0,30,48.3,101.63,,Mainly Clear
2012-04-17 16:00:00,11.6,-1.2,41,29.0,32,48.3,101.69,,Mainly Clear
2012-04-17 17:00:00,11.1,-1.7,41,28.0,24,48.3,101.72,,Mostly Cloudy
2012-04-17 18:00:00,9.5,-2.8,42,27.0,24,48.3,101.79,,Mostly Cloudy
2012-04-17 19:00:00,8.5,-4.1,41,29.0,28,24.1,101.89,,Mostly Cloudy
2012-04-17 20:00:00,7.4,-5.1,41,31.0,19,25.0,102.04,,Mostly Cloudy
2012-04-17 21:00:00,6.1,-5.6,43,31.0,17,25.0,102.12,,Mostly Cloudy
2012-04-17 22:00:00,5.4,-5.4,46,30.0,11,25.0,102.17,,Mostly Cloudy
2012-04-17 23:00:00,3.9,-4.8,53,30.0,17,25.0,102.17,,Mostly Cloudy
2012-04-18 00:00:00,2.9,-5.1,56,30.0,13,25.0,102.2,,Clear
2012-04-18 01:00:00,2.4,-5.7,55,31.0,15,25.0,102.18,,Clear
2012-04-18 02:00:00,0.9,-6.5,58,33.0,15,25.0,102.22,,Clear
2012-04-18 03:00:00,1.1,-7.0,55,2.0,11,25.0,102.25,,Clear
2012-04-18 04:00:00,0.4,-7.0,58,36.0,9,25.0,102.29,,Clear
2012-04-18 05:00:00,-1.0,-7.0,64,34.0,11,48.3,102.34,-5.0,Clear
2012-04-18 06:00:00,0.9,-6.3,59,35.0,9,48.3,102.41,,Clear
2012-04-18 07:00:00,2.5,-6.2,53,2.0,13,48.3,102.44,,Clear
2012-04-18 08:00:00,3.3,-5.9,51,5.0,11,48.3,102.43,,Clear
2012-04-18 09:00:00,4.5,-5.7,47,2.0,9,48.3,102.41,,Clear
2012-04-18 10:00:00,5.3,-5.1,47,2.0,9,48.3,102.36,,Clear
2012-04-18 11:00:00,6.9,-3.4,48,22.0,6,48.3,102.24,,Clear
2012-04-18 12:00:00,7.3,-4.6,43,22.0,11,48.3,102.13,,Mainly Clear
2012-04-18 13:00:00,8.6,-3.3,43,24.0,15,48.3,102.05,,Mainly Clear
2012-04-18 14:00:00,9.3,-3.2,41,20.0,7,48.3,101.97,,Mainly Clear
2012-04-18 15:00:00,10.4,-3.2,38,21.0,11,48.3,101.86,,Mainly Clear
2012-04-18 16:00:00,10.3,-3.6,37,19.0,9,48.3,101.8,,Mainly Clear
2012-04-18 17:00:00,10.2,-4.1,36,15.0,13,48.3,101.75,,Mainly Clear
2012-04-18 18:00:00,10.0,-5.5,33,14.0,7,48.3,101.7,,Mainly Clear
2012-04-18 19:00:00,8.4,-3.9,42,14.0,9,48.3,101.66,,Mainly Clear
2012-04-18 20:00:00,7.6,-4.0,44,14.0,7,25.0,101.62,,Mainly Clear
2012-04-18 21:00:00,7.9,-4.2,42,12.0,4,25.0,101.56,,Mostly Cloudy
2012-04-18 22:00:00,8.4,-4.1,41,,0,25.0,101.53,,Mostly Cloudy
2012-04-18 23:00:00,6.8,-2.6,51,12.0,6,25.0,101.5,,Mainly Clear
2012-04-19 00:00:00,6.5,-2.7,52,12.0,4,25.0,101.44,,Mainly Clear
2012-04-19 01:00:00,5.5,-2.7,55,14.0,6,25.0,101.42,,Clear
2012-04-19 02:00:00,3.3,-2.8,64,14.0,7,25.0,101.33,,Clear
2012-04-19 03:00:00,4.4,-3.3,57,14.0,4,25.0,101.28,,Mainly Clear
2012-04-19 04:00:00,3.4,-3.2,62,,0,25.0,101.27,,Mainly Clear
2012-04-19 05:00:00,3.4,-2.9,63,16.0,4,24.1,101.25,,Mainly Clear
2012-04-19 06:00:00,4.7,-0.8,67,18.0,4,48.3,101.28,,Mostly Cloudy
2012-04-19 07:00:00,7.1,-0.4,59,17.0,4,48.3,101.24,,Mostly Cloudy
2012-04-19 08:00:00,8.6,-1.1,50,17.0,7,48.3,101.18,,Mostly Cloudy
2012-04-19 09:00:00,11.8,-0.5,43,16.0,7,48.3,101.14,,Mainly Clear
2012-04-19 10:00:00,14.0,-0.4,37,17.0,13,48.3,101.05,,Mainly Clear
2012-04-19 11:00:00,15.8,0.5,35,23.0,19,48.3,101.02,,Mostly Cloudy
2012-04-19 12:00:00,16.6,0.9,35,22.0,15,48.3,100.95,,Mostly Cloudy
2012-04-19 13:00:00,18.4,1.7,33,22.0,20,48.3,100.88,,Mostly Cloudy
2012-04-19 14:00:00,19.3,2.6,33,23.0,17,48.3,100.78,,Mostly Cloudy
2012-04-19 15:00:00,20.2,3.9,34,23.0,28,48.3,100.69,,Mostly Cloudy
2012-04-19 16:00:00,20.7,4.0,33,23.0,26,48.3,100.65,,Mostly Cloudy
2012-04-19 17:00:00,20.0,4.3,36,22.0,24,48.3,100.62,,Mainly Clear
2012-04-19 18:00:00,18.7,4.5,39,23.0,22,48.3,100.63,,Mainly Clear
2012-04-19 19:00:00,18.0,4.1,40,23.0,15,48.3,100.69,,Mainly Clear
2012-04-19 20:00:00,16.6,4.5,45,23.0,17,25.0,100.73,,Mainly Clear
2012-04-19 21:00:00,16.1,4.5,46,21.0,11,25.0,100.72,,Clear
2012-04-19 22:00:00,13.9,4.8,54,20.0,13,25.0,100.73,,Mainly Clear
2012-04-19 23:00:00,12.6,4.6,58,27.0,9,25.0,100.78,,Mainly Clear
2012-04-20 00:00:00,12.5,2.5,50,3.0,19,25.0,100.88,,Mainly Clear
2012-04-20 01:00:00,10.9,1.8,53,3.0,19,25.0,100.91,,Clear
2012-04-20 02:00:00,9.9,1.3,55,2.0,20,25.0,100.94,,Mainly Clear
2012-04-20 03:00:00,9.1,1.5,59,3.0,15,25.0,101.0,,Mainly Clear
2012-04-20 04:00:00,8.8,1.1,58,3.0,19,25.0,101.02,,Mainly Clear
2012-04-20 05:00:00,8.7,-0.6,52,4.0,22,25.0,101.04,,Mostly Cloudy
2012-04-20 06:00:00,7.8,-0.4,56,3.0,28,24.1,101.11,,Mostly Cloudy
2012-04-20 07:00:00,6.9,0.3,63,2.0,22,24.1,101.17,,Rain Showers
2012-04-20 08:00:00,6.1,1.4,72,4.0,26,24.1,101.12,,Cloudy
2012-04-20 09:00:00,6.3,1.4,71,5.0,19,48.3,101.13,,Cloudy
2012-04-20 10:00:00,6.6,1.6,70,5.0,24,24.1,101.07,,Rain
2012-04-20 11:00:00,6.9,1.0,66,5.0,20,24.1,101.06,,Cloudy
2012-04-20 12:00:00,7.2,1.7,68,4.0,26,24.1,100.98,,Rain Showers
2012-04-20 13:00:00,7.5,2.0,68,6.0,24,24.1,100.91,,Rain Showers
2012-04-20 14:00:00,9.6,3.2,64,5.0,24,24.1,100.8,,Cloudy
2012-04-20 15:00:00,9.5,3.0,64,5.0,24,24.1,100.7,,Cloudy
2012-04-20 16:00:00,8.4,2.9,68,3.0,33,24.1,100.67,,Cloudy
2012-04-20 17:00:00,7.8,2.6,70,4.0,26,24.1,100.59,,Cloudy
2012-04-20 18:00:00,7.4,2.9,73,4.0,28,24.1,100.54,,Cloudy
2012-04-20 19:00:00,7.0,3.2,77,4.0,26,24.1,100.5,,Cloudy
2012-04-20 20:00:00,6.9,3.5,79,5.0,24,25.0,100.46,,Cloudy
2012-04-20 21:00:00,6.6,3.5,81,6.0,17,25.0,100.35,,Cloudy
2012-04-20 22:00:00,6.5,3.4,81,4.0,17,25.0,100.32,,Cloudy
2012-04-20 23:00:00,6.6,3.5,81,4.0,20,25.0,100.27,,Cloudy
2012-04-21 00:00:00,6.3,3.7,83,3.0,19,25.0,100.18,,Cloudy
2012-04-21 01:00:00,6.4,4.0,85,5.0,15,25.0,100.13,,Cloudy
2012-04-21 02:00:00,5.7,3.5,86,34.0,19,25.0,100.21,,Cloudy
2012-04-21 03:00:00,5.5,3.3,86,1.0,20,25.0,100.21,,Cloudy
2012-04-21 04:00:00,5.7,3.4,85,2.0,13,25.0,100.2,,Cloudy
2012-04-21 05:00:00,6.0,3.5,84,1.0,7,25.0,100.32,,Cloudy
2012-04-21 06:00:00,6.2,3.4,82,1.0,15,25.0,100.36,,Cloudy
2012-04-21 07:00:00,6.4,3.3,81,4.0,17,25.0,100.38,,Rain Showers
2012-04-21 08:00:00,6.2,3.3,82,4.0,17,24.1,100.42,,Cloudy
2012-04-21 09:00:00,5.5,3.4,86,36.0,19,24.1,100.49,,Rain Showers
2012-04-21 10:00:00,5.5,3.3,86,2.0,17,9.7,100.53,,"Rain,Fog"
2012-04-21 11:00:00,5.6,3.5,86,1.0,11,12.9,100.59,,Rain
2012-04-21 12:00:00,5.5,3.3,86,3.0,15,9.7,100.61,,"Rain,Fog"
2012-04-21 13:00:00,6.1,3.7,85,4.0,19,24.1,100.65,,Rain
2012-04-21 14:00:00,6.1,3.9,86,1.0,19,16.1,100.69,,Rain
2012-04-21 15:00:00,5.7,3.3,85,3.0,17,16.1,100.73,,Rain
2012-04-21 16:00:00,5.3,2.5,82,3.0,19,16.1,100.8,,Rain
2012-04-21 17:00:00,4.8,2.6,86,1.0,17,16.1,100.84,,Rain
2012-04-21 18:00:00,3.8,1.6,86,2.0,24,16.1,100.96,,Rain
2012-04-21 19:00:00,3.4,1.0,84,2.0,20,19.3,100.96,,Rain
2012-04-21 20:00:00,2.6,0.5,86,2.0,24,16.1,101.06,,Rain
2012-04-21 21:00:00,2.6,0.3,85,3.0,26,25.0,101.06,,Rain
2012-04-21 22:00:00,1.9,-0.2,86,3.0,19,19.3,101.04,,Rain
2012-04-21 23:00:00,1.6,-0.3,87,4.0,13,25.0,101.08,,Rain
2012-04-22 00:00:00,1.5,-0.6,86,5.0,24,25.0,101.04,,Rain
2012-04-22 01:00:00,1.4,-0.5,87,3.0,17,25.0,101.06,,"Rain,Snow"
2012-04-22 02:00:00,0.6,-1.0,89,2.0,13,9.7,101.07,,"Rain,Snow"
2012-04-22 03:00:00,0.8,-0.8,89,2.0,15,25.0,101.05,,"Rain,Snow"
2012-04-22 04:00:00,1.2,-0.3,90,2.0,11,25.0,101.05,,Rain
2012-04-22 05:00:00,1.8,-0.3,86,4.0,19,25.0,101.06,,Rain
2012-04-22 06:00:00,1.9,-0.3,85,1.0,19,24.1,101.1,,Cloudy
2012-04-22 07:00:00,2.4,-0.5,81,3.0,20,24.1,101.17,,Cloudy
2012-04-22 08:00:00,2.8,-1.1,75,3.0,20,24.1,101.24,,Cloudy
2012-04-22 09:00:00,3.3,-1.0,73,4.0,28,24.1,101.27,,Cloudy
2012-04-22 10:00:00,4.0,-0.3,74,3.0,22,48.3,101.3,,Cloudy
2012-04-22 11:00:00,4.6,-0.2,71,2.0,22,48.3,101.24,,Cloudy
2012-04-22 12:00:00,5.0,-0.5,68,3.0,24,48.3,101.22,,Cloudy
2012-04-22 13:00:00,5.2,-0.4,67,4.0,20,48.3,101.3,,Cloudy
2012-04-22 14:00:00,5.9,-0.1,65,4.0,22,48.3,101.27,,Cloudy
2012-04-22 15:00:00,6.0,-0.6,63,3.0,28,48.3,101.2,,Cloudy
2012-04-22 16:00:00,6.4,0.0,64,4.0,22,48.3,101.2,,Cloudy
2012-04-22 17:00:00,6.3,-0.3,63,3.0,26,48.3,101.17,,Cloudy
2012-04-22 18:00:00,6.5,0.0,63,5.0,24,48.3,101.13,,Cloudy
2012-04-22 19:00:00,6.1,0.4,67,6.0,32,24.1,101.16,,Cloudy
2012-04-22 20:00:00,5.3,-0.6,66,5.0,32,25.0,101.19,,Cloudy
2012-04-22 21:00:00,4.3,-1.0,68,5.0,35,25.0,101.07,,Rain
2012-04-22 22:00:00,2.8,-1.1,75,4.0,32,25.0,101.05,,Rain
2012-04-22 23:00:00,2.0,-0.7,82,5.0,41,19.3,100.89,,Rain
2012-04-23 00:00:00,1.9,-0.8,82,4.0,46,19.3,100.73,,Rain
2012-04-23 01:00:00,1.1,-1.1,85,4.0,44,11.3,100.59,,"Rain,Snow"
2012-04-23 02:00:00,1.1,-1.1,85,4.0,44,25.0,100.32,,"Rain,Snow"
2012-04-23 03:00:00,1.7,-0.7,84,4.0,52,25.0,100.11,,"Rain,Snow"
2012-04-23 04:00:00,2.0,-0.7,82,4.0,44,25.0,99.82,,Rain
2012-04-23 05:00:00,1.9,-0.2,86,5.0,46,8.0,99.74,,Rain
2012-04-23 06:00:00,2.1,-0.3,84,4.0,52,16.1,99.66,,Rain
2012-04-23 07:00:00,2.3,-0.4,82,4.0,48,24.1,99.52,,Rain
2012-04-23 08:00:00,2.8,0.3,84,4.0,48,19.3,99.4,,Rain
2012-04-23 09:00:00,3.1,0.6,84,5.0,44,12.9,99.29,,Rain
2012-04-23 10:00:00,3.7,1.1,83,4.0,46,24.1,99.23,,Cloudy
2012-04-23 11:00:00,4.1,1.7,84,4.0,48,19.3,99.15,,Cloudy
2012-04-23 12:00:00,4.6,1.9,83,4.0,46,24.1,99.09,,Cloudy
2012-04-23 13:00:00,5.0,2.4,83,4.0,41,24.1,99.06,,Cloudy
2012-04-23 14:00:00,5.3,2.2,80,3.0,44,24.1,98.97,,Cloudy
2012-04-23 15:00:00,5.7,2.4,79,4.0,43,24.1,98.9,,Cloudy
2012-04-23 16:00:00,5.6,2.4,80,3.0,39,24.1,98.81,,Cloudy
2012-04-23 17:00:00,5.9,2.9,81,4.0,35,24.1,98.8,,Cloudy
2012-04-23 18:00:00,5.9,2.8,80,4.0,43,24.1,98.66,,Cloudy
2012-04-23 19:00:00,5.4,3.2,86,3.0,39,9.7,98.61,,"Rain,Fog"
2012-04-23 20:00:00,5.7,3.6,86,4.0,41,25.0,98.54,,Cloudy
2012-04-23 21:00:00,5.6,3.5,86,4.0,37,25.0,98.51,,Rain
2012-04-23 22:00:00,5.5,3.7,88,5.0,19,25.0,98.58,,Cloudy
2012-04-23 23:00:00,5.6,3.9,89,5.0,9,25.0,98.64,,Cloudy
2012-04-24 00:00:00,5.7,4.2,90,5.0,13,25.0,98.6,,Cloudy
2012-04-24 01:00:00,6.7,5.1,90,6.0,7,16.1,98.56,,Cloudy
2012-04-24 02:00:00,6.1,4.5,89,7.0,6,9.7,98.5,,Fog
2012-04-24 03:00:00,7.0,5.5,90,10.0,15,12.9,98.53,,Cloudy
2012-04-24 04:00:00,7.5,4.2,80,14.0,19,25.0,98.51,,Rain Showers
2012-04-24 05:00:00,7.1,3.1,76,14.0,19,24.1,98.47,,Cloudy
2012-04-24 06:00:00,6.8,3.4,79,18.0,19,19.3,98.51,,Rain Showers
2012-04-24 07:00:00,5.5,3.0,84,22.0,13,11.3,98.6,,Rain Showers
2012-04-24 08:00:00,6.6,3.7,82,20.0,13,24.1,98.63,,Rain Showers
2012-04-24 09:00:00,7.7,1.4,64,23.0,17,48.3,98.64,,Mostly Cloudy
2012-04-24 10:00:00,7.2,1.2,66,19.0,19,24.1,98.72,,Rain Showers
2012-04-24 11:00:00,8.8,1.2,59,23.0,26,24.1,98.78,,Mostly Cloudy
2012-04-24 12:00:00,8.9,3.6,69,18.0,17,24.1,98.82,,Mostly Cloudy
2012-04-24 13:00:00,8.0,1.2,62,22.0,24,24.1,98.9,,Rain Showers
2012-04-24 14:00:00,8.0,0.5,59,22.0,28,24.1,99.01,,Cloudy
2012-04-24 15:00:00,8.4,1.9,64,21.0,19,48.3,99.08,,Cloudy
2012-04-24 16:00:00,8.1,-0.3,55,22.0,32,48.3,99.19,,Cloudy
2012-04-24 17:00:00,8.0,0.4,59,21.0,28,48.3,99.26,,Cloudy
2012-04-24 18:00:00,7.7,0.4,60,21.0,20,48.3,99.3,,Mostly Cloudy
2012-04-24 19:00:00,7.1,0.1,61,19.0,19,24.1,99.37,,Cloudy
2012-04-24 20:00:00,6.9,0.0,61,20.0,28,25.0,99.45,,Cloudy
2012-04-24 21:00:00,6.6,-0.2,62,19.0,20,25.0,99.54,,Cloudy
2012-04-24 22:00:00,6.0,-0.9,61,20.0,24,25.0,99.56,,Mostly Cloudy
2012-04-24 23:00:00,5.4,-0.9,64,18.0,19,25.0,99.61,,Mostly Cloudy
2012-04-25 00:00:00,4.9,-0.6,68,18.0,19,25.0,99.67,,Mostly Cloudy
2012-04-25 01:00:00,5.5,-0.7,64,19.0,19,25.0,99.71,,Mostly Cloudy
2012-04-25 02:00:00,4.5,-0.2,71,17.0,13,25.0,99.74,,Mostly Cloudy
2012-04-25 03:00:00,4.4,-0.3,71,18.0,15,25.0,99.77,,Mostly Cloudy
2012-04-25 04:00:00,4.8,-0.3,70,19.0,15,25.0,99.8,,Mostly Cloudy
2012-04-25 05:00:00,4.5,0.0,73,17.0,13,24.1,99.84,,Mostly Cloudy
2012-04-25 06:00:00,5.2,0.1,70,19.0,20,24.1,99.93,,Rain Showers
2012-04-25 07:00:00,5.5,0.6,71,21.0,19,19.3,100.01,,Rain Showers
2012-04-25 08:00:00,4.9,1.5,79,22.0,19,24.1,100.08,,Rain
2012-04-25 09:00:00,5.1,2.9,86,22.0,15,24.1,100.15,,Rain
2012-04-25 10:00:00,6.1,2.9,80,24.0,9,24.1,100.22,,Rain
2012-04-25 11:00:00,7.8,2.7,70,20.0,17,48.3,100.23,,Mostly Cloudy
2012-04-25 12:00:00,8.0,1.9,65,27.0,20,48.3,100.26,,Mostly Cloudy
2012-04-25 13:00:00,8.7,0.1,55,22.0,20,48.3,100.29,,Mostly Cloudy
2012-04-25 14:00:00,9.8,1.7,57,22.0,19,24.1,100.31,,Mostly Cloudy
2012-04-25 15:00:00,7.7,0.5,60,26.0,15,24.1,100.38,,Rain Showers
2012-04-25 16:00:00,8.8,-1.5,48,26.0,17,24.1,100.41,,Mostly Cloudy
2012-04-25 17:00:00,8.8,-1.5,48,25.0,22,48.3,100.45,,Mostly Cloudy
2012-04-25 18:00:00,8.0,-1.9,50,25.0,22,48.3,100.5,,Mostly Cloudy
2012-04-25 19:00:00,7.3,0.1,60,25.0,17,24.1,100.56,,Mostly Cloudy
2012-04-25 20:00:00,7.3,-0.2,59,25.0,17,25.0,100.61,,Mostly Cloudy
2012-04-25 21:00:00,7.0,0.0,61,27.0,13,25.0,100.67,,Mostly Cloudy
2012-04-25 22:00:00,6.2,0.2,65,28.0,9,25.0,100.69,,Mostly Cloudy
2012-04-25 23:00:00,6.0,0.2,66,27.0,9,25.0,100.69,,Cloudy
2012-04-26 00:00:00,5.8,0.9,71,27.0,7,25.0,100.68,,Mostly Cloudy
2012-04-26 01:00:00,4.9,0.2,72,24.0,9,25.0,100.67,,Mainly Clear
2012-04-26 02:00:00,3.7,-0.5,74,24.0,7,25.0,100.67,,Mainly Clear
2012-04-26 03:00:00,3.5,-0.6,74,23.0,11,25.0,100.66,,Clear
2012-04-26 04:00:00,2.7,-1.5,74,23.0,7,25.0,100.66,,Clear
2012-04-26 05:00:00,2.6,-1.3,75,23.0,9,24.1,100.69,,Clear
2012-04-26 06:00:00,3.2,-0.6,76,24.0,4,48.3,100.71,,Clear
2012-04-26 07:00:00,5.5,0.9,72,22.0,7,48.3,100.72,,Mostly Cloudy
2012-04-26 08:00:00,6.2,0.8,68,19.0,7,48.3,100.72,,Cloudy
2012-04-26 09:00:00,6.9,-0.3,60,16.0,7,48.3,100.65,,Cloudy
2012-04-26 10:00:00,8.8,0.3,55,13.0,11,48.3,100.6,,Mostly Cloudy
2012-04-26 11:00:00,9.6,0.3,52,16.0,7,48.3,100.49,,Cloudy
2012-04-26 12:00:00,9.8,0.5,52,16.0,13,48.3,100.39,,Cloudy
2012-04-26 13:00:00,10.3,0.8,52,7.0,13,48.3,100.24,,Cloudy
2012-04-26 14:00:00,11.0,-0.4,45,8.0,17,24.1,100.08,,Cloudy
2012-04-26 15:00:00,11.2,-0.6,44,11.0,19,48.3,99.98,,Cloudy
2012-04-26 16:00:00,11.4,-0.6,43,9.0,19,24.1,99.84,,Cloudy
2012-04-26 17:00:00,11.0,1.3,51,9.0,15,19.3,99.8,,Rain
2012-04-26 18:00:00,8.6,5.4,80,11.0,19,19.3,99.72,,Rain
2012-04-26 19:00:00,8.3,5.6,83,10.0,15,19.3,99.7,,Rain
2012-04-26 20:00:00,8.1,5.8,85,15.0,7,25.0,99.69,,Rain
2012-04-26 21:00:00,8.0,6.2,88,11.0,9,9.7,99.67,,"Rain,Fog"
2012-04-26 22:00:00,7.6,5.8,88,3.0,6,9.7,99.61,,"Drizzle,Fog"
2012-04-26 23:00:00,6.9,5.3,90,2.0,13,9.7,99.59,,"Rain,Fog"
2012-04-27 00:00:00,5.8,4.1,89,34.0,22,9.7,99.67,,"Rain,Fog"
2012-04-27 01:00:00,4.8,2.6,86,32.0,15,25.0,99.74,,Rain
2012-04-27 02:00:00,4.7,2.8,87,28.0,15,25.0,99.79,,Rain
2012-04-27 03:00:00,4.4,1.8,83,29.0,22,25.0,99.87,,Mostly Cloudy
2012-04-27 04:00:00,4.2,1.0,80,29.0,24,25.0,99.94,,Mostly Cloudy
2012-04-27 05:00:00,3.3,-0.6,76,29.0,26,24.1,100.03,,Rain Showers
2012-04-27 06:00:00,2.5,-1.7,74,30.0,28,24.1,100.16,,Mostly Cloudy
2012-04-27 07:00:00,1.8,-2.9,71,29.0,32,12.9,100.25,,Snow
2012-04-27 08:00:00,2.3,-2.7,69,30.0,26,24.1,100.33,,Snow
2012-04-27 09:00:00,2.7,-3.2,65,30.0,32,24.1,100.4,,Snow
